epoch,loss,lr,mean_absolute_error,mean_squared_error,val_loss,val_mean_absolute_error,val_mean_squared_error
45,2201.519287109375,0.0003,31.154233932495117,1739.555419921875,2194.886474609375,31.024913787841797,1729.93701171875
46,2201.720458984375,0.0003,31.153945922851562,1738.5020751953125,2200.976806640625,30.806833267211914,1699.372314453125
47,2201.043212890625,0.0003,31.148744583129883,1737.4951171875,2198.75927734375,30.850374221801758,1708.83447265625
48,2204.1826171875,0.0003,31.15572738647461,1737.10693359375,2208.6689453125,30.689353942871094,1687.5474853515625
49,2203.097900390625,0.0003,31.155651092529297,1736.9141845703125,2193.733154296875,30.915498733520508,1712.6759033203125
50,2200.683837890625,0.0003,31.16202735900879,1737.0792236328125,2192.33544921875,31.115854263305664,1736.875732421875
51,2201.66357421875,0.0003,31.151227951049805,1735.9931640625,2207.9580078125,30.661632537841797,1682.8206787109375
52,2203.215576171875,0.0003,31.143098831176758,1735.8565673828125,2196.600830078125,30.820405960083008,1703.871826171875
53,2201.114013671875,0.0003,31.127216339111328,1736.264404296875,2195.122802734375,31.004093170166016,1726.9163818359375
54,2199.779296875,0.0003,31.147878646850586,1738.2113037109375,2194.158203125,31.19964599609375,1750.343017578125
55,2201.775146484375,0.0003,31.15053367614746,1738.500244140625,2190.744140625,30.997722625732422,1726.93310546875
56,2204.49267578125,0.0003,31.181379318237305,1741.8153076171875,2204.71142578125,30.76068878173828,1698.86474609375
57,2202.5205078125,0.0003,31.1776065826416,1740.7110595703125,2207.032470703125,30.753690719604492,1696.7855224609375
58,2203.484130859375,0.0003,31.152755737304688,1737.710205078125,2196.21435546875,30.987199783325195,1721.74169921875
59,2204.532958984375,0.0003,31.17318344116211,1739.4593505859375,2194.90087890625,30.944604873657227,1718.6607666015625
60,2205.913818359375,0.0003,31.170658111572266,1738.680419921875,2200.27880859375,30.946495056152344,1720.03759765625
61,2205.884033203125,0.0003,31.18505859375,1740.677001953125,2195.715576171875,31.04903793334961,1728.323486328125
62,2207.506591796875,0.0003,31.178726196289062,1739.660400390625,2202.005126953125,30.92181396484375,1710.3450927734375
63,2205.39697265625,0.0003,31.189022064208984,1739.7410888671875,2346.319091796875,30.911865234375,1687.64453125
64,2201.806884765625,0.0003,31.17337417602539,1738.7607421875,2193.619384765625,31.078243255615234,1731.8031005859375
65,2204.08642578125,0.0003,31.168397903442383,1739.8743896484375,2200.516845703125,30.913759231567383,1714.22412109375
66,2203.070068359375,0.0003,31.17813491821289,1739.9871826171875,2212.877685546875,30.637502670288086,1680.600830078125
67,2203.95458984375,0.0003,31.193883895874023,1742.715576171875,2200.10888671875,30.81962776184082,1707.2403564453125
68,2207.74951171875,0.0003,31.195785522460938,1743.4793701171875,2211.089111328125,30.718929290771484,1690.9881591796875
69,2206.971435546875,0.0003,31.193485260009766,1743.16796875,2215.083251953125,31.532989501953125,1789.220703125
70,2206.98388671875,0.0003,31.192052841186523,1742.7562255859375,2197.8544921875,31.161483764648438,1738.7413330078125
71,2209.69873046875,0.0003,31.207612991333008,1744.2576904296875,2203.982421875,30.88957405090332,1713.370361328125
72,2210.47314453125,0.0003,31.24172019958496,1748.81640625,2205.13037109375,31.064043045043945,1731.40966796875
73,2206.58642578125,0.0003,31.204240798950195,1743.779541015625,2203.295654296875,31.299882888793945,1757.2547607421875
74,2210.520263671875,0.0003,31.234872817993164,1748.2420654296875,2194.092041015625,31.166475296020508,1744.5223388671875
75,2208.08203125,0.0003,31.211593627929688,1744.8179931640625,2201.28857421875,31.07516860961914,1735.3389892578125
76,2209.787841796875,0.0003,31.226259231567383,1746.712646484375,2265.71875,32.07892990112305,1854.2498779296875
77,2208.861328125,0.0003,31.226646423339844,1746.5357666015625,2217.926513671875,30.675195693969727,1688.148193359375
78,2207.03125,0.0003,31.2060604095459,1744.0958251953125,2195.196044921875,31.022859573364258,1725.2369384765625
79,2207.662841796875,0.0003,31.2130069732666,1745.017333984375,2199.871826171875,30.941226959228516,1715.8800048828125
80,2208.997802734375,0.0003,31.231077194213867,1747.3485107421875,2204.09130859375,30.840715408325195,1705.426513671875
81,2209.9228515625,0.0003,31.214202880859375,1745.3836669921875,2196.96923828125,31.148229598999023,1743.1463623046875
82,2209.47314453125,0.0003,31.219953536987305,1746.4140625,2200.6884765625,31.20162582397461,1746.3389892578125
83,2210.9306640625,0.0003,31.211957931518555,1745.69970703125,2207.14599609375,30.89093589782715,1716.6256103515625
84,2211.049560546875,0.0003,31.225465774536133,1747.16357421875,2202.51220703125,30.883039474487305,1713.4200439453125
85,2212.10107421875,0.0003,31.219194412231445,1747.7564697265625,2203.7255859375,31.25891876220703,1749.3304443359375
86,2212.598876953125,0.0003,31.23923110961914,1749.4521484375,2238.5771484375,31.83201026916504,1819.1221923828125
87,2210.39501953125,0.0003,31.237064361572266,1748.4912109375,2207.60107421875,30.849815368652344,1704.5650634765625
88,2211.44775390625,0.0003,31.229516983032227,1748.939208984375,2210.279541015625,31.19259262084961,1746.7022705078125
89,2210.99072265625,0.0003,31.244524002075195,1750.119384765625,2227.881591796875,30.589513778686523,1679.3865966796875
90,2211.454833984375,0.0003,31.226518630981445,1749.206787109375,2197.9755859375,31.094615936279297,1737.0526123046875
91,2209.25732421875,0.0003,31.223045349121094,1748.1630859375,2199.78173828125,30.957643508911133,1720.9564208984375
92,2209.30908203125,0.0003,31.23832130432129,1749.5999755859375,2210.670654296875,30.77962303161621,1699.195068359375
93,2209.58154296875,0.0003,31.230850219726562,1749.1483154296875,2232.6435546875,31.708250045776367,1807.9969482421875
94,2211.325927734375,0.0003,31.207908630371094,1746.332763671875,2208.9716796875,30.927019119262695,1717.478759765625
95,2211.26318359375,0.0003,31.248823165893555,1751.1241455078125,2198.548828125,31.21225929260254,1749.599365234375
